css-175oi2r href,css-9pa8cd src,css-1jxf684,css-1jxf684 2,css-1jxf684 3,css-146c3p1,css-1jxf684 4,css-1jxf684 5,css-1jxf684 6,css-1jxf684 7,css-146c3p1 href,css-175oi2r href 4
https://x.com/NickiJo63510797,https://pbs.twimg.com/profile_images/1968218652546678784/tEhPIEI__normal.jpg,ThisAPPHates FreeSpeech,@NickiJo63510797,·,Mar 26,"cope and cry harder, FUKK ISLAM.& FUKK IRAN.",7,,,https://x.com/NickiJo63510797/status/2036901451247542675,https://x.com/NickiJo63510797/status/2036901451247542675/analytics
https://x.com/trumpsterbtc,https://pbs.twimg.com/profile_images/1986566338652086273/SXHhNUsw_normal.jpg,Trumpster,@trumpsterbtc,·,Mar 24,Dan the truth man,50,,,https://x.com/trumpsterbtc/status/2036143773680574625,https://x.com/trumpsterbtc/status/2036143773680574625/analytics
https://x.com/Capital90Adam,https://pbs.twimg.com/profile_images/1882896328264458240/oeokD_vc_normal.jpg,Adam,@Capital90Adam,·,Mar 23,"You walk the same sacred ground as Nelson Mandela and Muhammad Ali — giants whose names still shake the world. Your courage, your unbreakable spirit, your refusal to bow — these are the marks of legends.  Future generations will speak your name with reverence.",77,,,https://x.com/Capital90Adam/status/2036037889503445116,https://x.com/Capital90Adam/status/2036037889503445116/analytics
https://x.com/Go42747,https://pbs.twimg.com/profile_images/1825278172641804288/O4BaJ9wG_normal.jpg,GG91PA,@Go42747,·,Mar 25,"Shut the fuck up, you 4’ foot tall meatball",5,1,,https://x.com/Go42747/status/2036578628406833262,https://x.com/Go42747/status/2036578628406833262/analytics
https://x.com/surfnpizza,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,surfnpizza,@surfnpizza,·,Mar 28,You dumbasses voted for this. Shut the fuck up.,4,,,https://x.com/surfnpizza/status/2037633483854447052,https://x.com/surfnpizza/status/2037633483854447052/analytics
https://x.com/silomdon,https://pbs.twimg.com/profile_images/1478555497758220288/I_LvX4Qz_normal.jpg,its only me!,@silomdon,·,Mar 23,Clear & precise words there Dan,48,,,https://x.com/silomdon/status/2036041737022648500,https://x.com/silomdon/status/2036041737022648500/analytics
https://x.com/iwealthgroupp,https://pbs.twimg.com/profile_images/2024569164766334991/h52UJQlC_normal.jpg,IWG,@iwealthgroupp,·,Mar 23,Dan Armenian Power,142,,,https://x.com/iwealthgroupp/status/2036025750474907708,https://x.com/iwealthgroupp/status/2036025750474907708/analytics
https://x.com/hamed_ald,https://pbs.twimg.com/profile_images/2034613471543975936/gXY15xLv_normal.jpg,hamed alimoradi,@hamed_ald,·,Mar 24,"خدا حفظت کنه دن بیل 
سمت درست تاریخ ایستاده ای",6,,,https://x.com/hamed_ald/status/2036431315386409299,https://x.com/hamed_ald/status/2036431315386409299/analytics
https://x.com/4en_beauty,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,d,@4en_beauty,·,Mar 24,we need a regime change in America!!!!',2,,,https://x.com/4en_beauty/status/2036371570101535033,https://x.com/4en_beauty/status/2036371570101535033/analytics
https://x.com/gurdag343434,https://pbs.twimg.com/profile_images/2025277957850140672/7BY-1jqw_normal.jpg,Gürdağ Akdoğan (Bektaşi),@gurdag343434,·,Mar 23,,45,,,https://x.com/gurdag343434/status/2036032366209118690,https://x.com/gurdag343434/status/2036032366209118690/analytics
https://x.com/justinoak412,https://pbs.twimg.com/profile_images/2012535769752080384/QVTOex6E_normal.jpg,JO,@justinoak412,·,Mar 25,Go to war as an Iranian soldier then,4,,,https://x.com/justinoak412/status/2036646231661850836,https://x.com/justinoak412/status/2036646231661850836/analytics
https://x.com/_ThePr0letariat,https://pbs.twimg.com/profile_images/1868163743886028800/Tow1mxhQ_normal.jpg,TheProletariat,@_ThePr0letariat,·,Mar 23,,47,,,https://x.com/_ThePr0letariat/status/2036079742630117797,https://x.com/_ThePr0letariat/status/2036079742630117797/analytics
https://x.com/tim_bernes,https://pbs.twimg.com/profile_images/1587888295379456001/o152Ymz6_normal.jpg,Tim Bernes,@tim_bernes,·,Mar 24,,26,,,https://x.com/tim_bernes/status/2036229810431860961,https://x.com/tim_bernes/status/2036229810431860961/analytics
https://x.com/BuyingRings,https://pbs.twimg.com/profile_images/2033049180134891521/DLSFLXxY_normal.jpg,Winner,@BuyingRings,·,Mar 25,lol you’re a literal crackhead,7,,,https://x.com/BuyingRings/status/2036549906295291920,https://x.com/BuyingRings/status/2036549906295291920/analytics
https://x.com/J51057K,https://pbs.twimg.com/profile_images/2027864189423747072/86LmDyOn_normal.jpg,Manni Oreshnik,@J51057K,·,Mar 23,,46,,,https://x.com/J51057K/status/2036028839017476209,https://x.com/J51057K/status/2036028839017476209/analytics
https://x.com/Mohamma40711283,https://pbs.twimg.com/profile_images/1958931248111312896/eWSAYHMd_normal.jpg,Er. Mohammad Sartaj Ali,@Mohamma40711283,·,Mar 25,Zoinist American and Israeli pm world biggest terrorist,22,,,https://x.com/Mohamma40711283/status/2036526105767649535,https://x.com/Mohamma40711283/status/2036526105767649535/analytics
https://x.com/garysanghera,https://pbs.twimg.com/profile_images/2036258195140952064/Ox_BKsFQ_normal.jpg,𝕏,@garysanghera,·,Mar 24,,16,,,https://x.com/garysanghera/status/2036189971971973216,https://x.com/garysanghera/status/2036189971971973216/analytics
https://x.com/DavidMWeissman,https://pbs.twimg.com/profile_images/2038692334037090304/UYFoWK80_normal.jpg,David Weissman,@DavidMWeissman,·,Mar 24,Seek mental help they do wonders these days,12,,,https://x.com/DavidMWeissman/status/2036162613311095187,https://x.com/DavidMWeissman/status/2036162613311095187/analytics
https://x.com/garysanghera,https://pbs.twimg.com/profile_images/2036258195140952064/Ox_BKsFQ_normal.jpg,𝕏,@garysanghera,·,Mar 24,,16,,,https://x.com/garysanghera/status/2036189971971973216,https://x.com/garysanghera/status/2036189971971973216/analytics
https://x.com/kartikmalik,https://pbs.twimg.com/profile_images/2031719632147533824/g7xgZ3vt_normal.jpg,Kartik malik,@kartikmalik,·,Mar 23,Dan single handedly destroyed everyone,13,,,https://x.com/kartikmalik/status/2036051905533592050,https://x.com/kartikmalik/status/2036051905533592050/analytics
https://x.com/TechJohansen,https://pbs.twimg.com/profile_images/1833896576109944832/_bvs0XMD_normal.jpg,Yngve Johansen,@TechJohansen,·,Mar 23,,26,,,https://x.com/TechJohansen/status/2036110193793126501,https://x.com/TechJohansen/status/2036110193793126501/analytics
https://x.com/Austin25549564,https://pbs.twimg.com/profile_images/2018493394855874560/dMNVbiOo_normal.jpg,Austin,@Austin25549564,·,Mar 24,Serious question here. Where should I go to meet women. Got a divorce like 7 months ago. She moved back to our hometown. I'm in Phoenix and live by myself and do not really know anyone out here and have no connections.,19,1,,https://x.com/Austin25549564/status/2036268567247855631,https://x.com/Austin25549564/status/2036268567247855631/analytics
https://x.com/Stilbow1,https://pbs.twimg.com/profile_images/2027908661847441408/A3U3ZLHP_normal.jpg,H J,@Stilbow1,·,Mar 23,You lie.,3,,,https://x.com/Stilbow1/status/2036030267341828596,https://x.com/Stilbow1/status/2036030267341828596/analytics
https://x.com/yildizim2000,https://pbs.twimg.com/profile_images/1447640596445859846/Jb1jdNM1_normal.jpg,VETERAN-1984,@yildizim2000,·,Mar 23,,56,,,https://x.com/yildizim2000/status/2036028965404500229,https://x.com/yildizim2000/status/2036028965404500229/analytics
https://x.com/Mickeyjoe110,https://pbs.twimg.com/profile_images/1729035574017679360/Bd1ySbX9_normal.jpg,Mickeyjoe1,@Mickeyjoe110,·,Mar 23,,53,,,https://x.com/Mickeyjoe110/status/2036028955921207408,https://x.com/Mickeyjoe110/status/2036028955921207408/analytics
https://x.com/check4alls,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,Raaj Kannan,@check4alls,·,Mar 25,not only that most of them in power are the is reaelis itself or controlled by them,9,,,https://x.com/check4alls/status/2036535215359975880,https://x.com/check4alls/status/2036535215359975880/analytics
https://x.com/emanuelpopa33,https://pbs.twimg.com/profile_images/2036493377672454150/5LC3_PNX_normal.jpg,Manu Popa,@emanuelpopa33,·,Mar 25,Everyday I open. Twitter Dan gets more retarded then ever,5,,,https://x.com/emanuelpopa33/status/2036564583754658016,https://x.com/emanuelpopa33/status/2036564583754658016/analytics
https://x.com/Maxtell2000,https://pbs.twimg.com/profile_images/1810873444843556864/JpsHMoUs_normal.jpg,Lima,@Maxtell2000,·,Mar 24,,31,,,https://x.com/Maxtell2000/status/2036120677611192746,https://x.com/Maxtell2000/status/2036120677611192746/analytics
https://x.com/GullyGazaclan,https://pbs.twimg.com/profile_images/1812940513474953216/VNFPt-x8_normal.jpg,Kaydee Caine,@GullyGazaclan,·,Mar 23,Peace negotiations done by 2 Jews,58,,,https://x.com/GullyGazaclan/status/2036030460845838743,https://x.com/GullyGazaclan/status/2036030460845838743/analytics
https://x.com/Bahtiyar_Ba86,https://pbs.twimg.com/profile_images/1475409234393284608/y5GXEQZo_normal.jpg,Bahtiyar Barış,@Bahtiyar_Ba86,·,Mar 23,Израиль насилует детей палестины в тюрьма продают органы и сдерают шкуры нету доступа к этим тюрмам там все засекречено,71,,,https://x.com/Bahtiyar_Ba86/status/2036025776559042756,https://x.com/Bahtiyar_Ba86/status/2036025776559042756/analytics
https://x.com/BigChief757,https://pbs.twimg.com/profile_images/1740532994429812736/mQoQvlnd_normal.jpg,Benjamin Franklin,@BigChief757,·,Mar 24,Just because you say a thing doesn’t Make it so,16,,,https://x.com/BigChief757/status/2036148537449160789,https://x.com/BigChief757/status/2036148537449160789/analytics
https://x.com/yildizim2000,https://pbs.twimg.com/profile_images/1447640596445859846/Jb1jdNM1_normal.jpg,VETERAN-1984,@yildizim2000,·,Mar 23,,56,,,https://x.com/yildizim2000/status/2036028965404500229,https://x.com/yildizim2000/status/2036028965404500229/analytics
https://x.com/TDFonsecaG,https://pbs.twimg.com/profile_images/1963559052216340483/vgD_s_Lo_normal.jpg,Tyrone Fonseca,@TDFonsecaG,·,Mar 24,True story bro,13,,,https://x.com/TDFonsecaG/status/2036184668853481636,https://x.com/TDFonsecaG/status/2036184668853481636/analytics
https://x.com/markmatlock_,https://pbs.twimg.com/profile_images/2037013571503349760/QCzQG0px_normal.jpg,Mark Matlock,@markmatlock_,·,Mar 23,"Agreed, Dan.",40,,,https://x.com/markmatlock_/status/2036062895155658957,https://x.com/markmatlock_/status/2036062895155658957/analytics
https://x.com/MelFul1,https://pbs.twimg.com/profile_images/1433057596777316360/PJlIEV-l_normal.jpg,Thinkagain,@MelFul1,·,Mar 26,Wow! You're absolutely mental,9,,,https://x.com/MelFul1/status/2037022746798862540,https://x.com/MelFul1/status/2037022746798862540/analytics
https://x.com/realKan_Do3,https://pbs.twimg.com/profile_images/1520377997425102848/ZJv0AcbO_normal.jpg,realKan_do,@realKan_Do3,·,Mar 24,Idiot,6,,,https://x.com/realKan_Do3/status/2036212513642070465,https://x.com/realKan_Do3/status/2036212513642070465/analytics
https://x.com/boatman138,https://pbs.twimg.com/profile_images/1485598148374712323/9ITCvMiv_normal.jpg,botman - e/acc,@boatman138,·,Mar 23,"damn, he reposted himself big boy",18,,,https://x.com/boatman138/status/2036056521478738124,https://x.com/boatman138/status/2036056521478738124/analytics
https://x.com/morningsmiles11,https://pbs.twimg.com/profile_images/1776252328695218176/WTnpIld7_normal.jpg,morninglaughs,@morningsmiles11,·,Mar 23,,43,,,https://x.com/morningsmiles11/status/2036028742141641073,https://x.com/morningsmiles11/status/2036028742141641073/analytics
https://x.com/Shaggirama,https://pbs.twimg.com/profile_images/1838825895164887040/TVxpveXg_normal.jpg,Shaggirama,@Shaggirama,·,Mar 28,Based,3,,,https://x.com/Shaggirama/status/2037588946243199184,https://x.com/Shaggirama/status/2037588946243199184/analytics
https://x.com/iPlaybook,https://pbs.twimg.com/profile_images/896823355038420993/m7N-IaSc_normal.jpg,CryptoNour,@iPlaybook,·,Mar 23,,6,,,https://x.com/iPlaybook/status/2036029898721042931,https://x.com/iPlaybook/status/2036029898721042931/analytics
https://x.com/Rearden_Life,https://pbs.twimg.com/profile_images/3051957731/d0097d80fcb1770cbcc43e43d10642ed_normal.jpeg,Lance Savage,@Rearden_Life,·,Mar 27,WELL STATED!,3,,,https://x.com/Rearden_Life/status/2037350335824494795,https://x.com/Rearden_Life/status/2037350335824494795/analytics
https://x.com/randallr6125311,https://pbs.twimg.com/profile_images/1965910713269919744/g7AI9Uq9_normal.jpg,Randallr61,@randallr6125311,·,Mar 24,,7,,,https://x.com/randallr6125311/status/2036150703412900249,https://x.com/randallr6125311/status/2036150703412900249/analytics
https://x.com/JustinAHartley1,https://pbs.twimg.com/profile_images/1866235628074975232/mIFU50d4_normal.jpg,Justin A Hartley,@JustinAHartley1,·,Mar 24,We should shut up like warren buffett,5,,,https://x.com/JustinAHartley1/status/2036334007768555548,https://x.com/JustinAHartley1/status/2036334007768555548/analytics
https://x.com/WestTexasJoe,https://pbs.twimg.com/profile_images/2012211738964312064/UVDznCoy_normal.jpg,Texas Joe,@WestTexasJoe,·,Mar 24,Obviously you are a clueless moron.,4,,,https://x.com/WestTexasJoe/status/2036252194723246584,https://x.com/WestTexasJoe/status/2036252194723246584/analytics
https://x.com/ReneeLeicht,https://pbs.twimg.com/profile_images/1914939891286200320/DlnWWpnL_normal.jpg,Lillyrosee,@ReneeLeicht,·,Mar 23,is 1000000% correct !!!,36,,,https://x.com/ReneeLeicht/status/2036034413402742797,https://x.com/ReneeLeicht/status/2036034413402742797/analytics
https://x.com/morningsmiles11,https://pbs.twimg.com/profile_images/1776252328695218176/WTnpIld7_normal.jpg,morninglaughs,@morningsmiles11,·,Mar 23,,43,,,https://x.com/morningsmiles11/status/2036028742141641073,https://x.com/morningsmiles11/status/2036028742141641073/analytics
https://x.com/Djblackout604g1,https://pbs.twimg.com/profile_images/1490975237751521285/XJkZLhpq_normal.jpg,CAN-EH,@Djblackout604g1,·,Mar 23,1000000%!,19,,,https://x.com/Djblackout604g1/status/2036109141329195130,https://x.com/Djblackout604g1/status/2036109141329195130/analytics
https://x.com/Lucero83250346,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,Lucero1,@Lucero83250346,·,Mar 23,"Great summary, Dan...",24,,,https://x.com/Lucero83250346/status/2036064570003873907,https://x.com/Lucero83250346/status/2036064570003873907/analytics
https://x.com/leftygrove,https://pbs.twimg.com/profile_images/1590923775675179011/2HgPs0IV_normal.jpg,Marx Was Right About EVERYTHING ☭,@leftygrove,·,Mar 24,Succinct and accurate.,13,,,https://x.com/leftygrove/status/2036158533033500807,https://x.com/leftygrove/status/2036158533033500807/analytics
https://x.com/DefrancoGregory,https://pbs.twimg.com/profile_images/1637602156298510342/YDDwqNW5_normal.jpg,Greg In U.S.A.,@DefrancoGregory,·,Mar 24,Why is it when I sort replies by “likes” this one doesn’t show up?,15,,,https://x.com/DefrancoGregory/status/2036143047285588200,https://x.com/DefrancoGregory/status/2036143047285588200/analytics
https://x.com/BeastPowder,https://pbs.twimg.com/profile_images/1797998315839315968/4vL8x27F_normal.jpg,Powder Beast,@BeastPowder,·,Mar 24,,11,,,https://x.com/BeastPowder/status/2036227008963944812,https://x.com/BeastPowder/status/2036227008963944812/analytics
https://x.com/morningsmiles11,https://pbs.twimg.com/profile_images/1776252328695218176/WTnpIld7_normal.jpg,morninglaughs,@morningsmiles11,·,Mar 23,,43,,,https://x.com/morningsmiles11/status/2036028742141641073,https://x.com/morningsmiles11/status/2036028742141641073/analytics
https://x.com/randallr6125311,https://pbs.twimg.com/profile_images/1965910713269919744/g7AI9Uq9_normal.jpg,Randallr61,@randallr6125311,·,Mar 24,,7,,,https://x.com/randallr6125311/status/2036150703412900249,https://x.com/randallr6125311/status/2036150703412900249/analytics
https://x.com/AndySimedik,https://pbs.twimg.com/profile_images/1879899157848092672/PRuM_-6H_normal.jpg,Andy Simedik,@AndySimedik,·,Mar 23,It’s the 4th seal,22,,,https://x.com/AndySimedik/status/2036068556085887398,https://x.com/AndySimedik/status/2036068556085887398/analytics
https://x.com/whoisimmy,https://pbs.twimg.com/profile_images/1877782491714732032/fr3Mot1l_normal.jpg,escobartrades,@whoisimmy,·,Mar 23,Based,19,,,https://x.com/whoisimmy/status/2036068708519649475,https://x.com/whoisimmy/status/2036068708519649475/analytics
https://x.com/B1GMAYO,https://pbs.twimg.com/profile_images/1968264271672004609/X2S8kjVE_normal.jpg,BIGMAYO,@B1GMAYO,·,Mar 23,Seems reasonable.,15,,,https://x.com/B1GMAYO/status/2036039972156031353,https://x.com/B1GMAYO/status/2036039972156031353/analytics
https://x.com/fatcrayons,https://pbs.twimg.com/profile_images/695815778667352064/6zBEHNff_normal.jpg,Box of 8,@fatcrayons,·,Mar 24,The White House got ratioed.,17,,,https://x.com/fatcrayons/status/2036119855946997915,https://x.com/fatcrayons/status/2036119855946997915/analytics
https://x.com/Ongelovige666,https://pbs.twimg.com/profile_images/2000518606497411072/IzHw4POA_normal.jpg,De ongelovige eikel.,@Ongelovige666,·,Mar 24,Hello nazi.,4,,,https://x.com/Ongelovige666/status/2036210645633298811,https://x.com/Ongelovige666/status/2036210645633298811/analytics
https://x.com/Rob05824852,,Cain Walker,@Rob05824852,·,Mar 23,Dan for POTUS!!!,15,,,https://x.com/Rob05824852/status/2036047526110122419,https://x.com/Rob05824852/status/2036047526110122419/analytics
https://x.com/OmarNotman,,Don Omar,@OmarNotman,·,Mar 23,Yes True,38,,,https://x.com/OmarNotman/status/2036036106047635609,https://x.com/OmarNotman/status/2036036106047635609/analytics
https://x.com/IRob59986398,,IRob,@IRob59986398,·,Mar 23,,6,,,https://x.com/IRob59986398/status/2036068611710722386,https://x.com/IRob59986398/status/2036068611710722386/analytics
https://x.com/BeastPowder,https://pbs.twimg.com/profile_images/1797998315839315968/4vL8x27F_normal.jpg,Powder Beast,@BeastPowder,·,Mar 24,,11,,,https://x.com/BeastPowder/status/2036227008963944812,https://x.com/BeastPowder/status/2036227008963944812/analytics
https://x.com/Rob05824852,https://pbs.twimg.com/profile_images/2027588340988678144/345ftVM1_normal.jpg,Cain Walker,@Rob05824852,·,Mar 23,Dan for POTUS!!!,15,,,https://x.com/Rob05824852/status/2036047526110122419,https://x.com/Rob05824852/status/2036047526110122419/analytics
https://x.com/OmarNotman,https://pbs.twimg.com/profile_images/1993550858949185536/sTBIHkc8_normal.jpg,Don Omar,@OmarNotman,·,Mar 23,Yes True,38,,,https://x.com/OmarNotman/status/2036036106047635609,https://x.com/OmarNotman/status/2036036106047635609/analytics
https://x.com/IRob59986398,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,IRob,@IRob59986398,·,Mar 23,,6,,,https://x.com/IRob59986398/status/2036068611710722386,https://x.com/IRob59986398/status/2036068611710722386/analytics
https://x.com/Dutchinfowar65,https://pbs.twimg.com/profile_images/1751090148786282499/D8yrQ45w_normal.jpg,Dorestad,@Dutchinfowar65,·,Mar 24,,11,,,https://x.com/Dutchinfowar65/status/2036167549205770463,https://x.com/Dutchinfowar65/status/2036167549205770463/analytics
https://x.com/ronafreesince73,https://pbs.twimg.com/profile_images/1743645836733739008/xquYXqV8_normal.jpg,John McWilliams,@ronafreesince73,·,Mar 25,Cry more pussy Dan,16,,,https://x.com/ronafreesince73/status/2036602251176022194,https://x.com/ronafreesince73/status/2036602251176022194/analytics
https://x.com/MattBracam0nte,https://pbs.twimg.com/profile_images/1845670010926092301/GaH48Tdk_normal.jpg,docphilip,@MattBracam0nte,·,Mar 23,am gonna miss you dude,11,,,https://x.com/MattBracam0nte/status/2036089948714017107,https://x.com/MattBracam0nte/status/2036089948714017107/analytics
https://x.com/Madridae71,https://pbs.twimg.com/profile_images/1848875625224015875/sEM1SSE1_normal.jpg,Adela Madrid,@Madridae71,·,Mar 23,,21,,,https://x.com/Madridae71/status/2036083361056432400,https://x.com/Madridae71/status/2036083361056432400/analytics
https://x.com/mohamedkhadar81,https://pbs.twimg.com/profile_images/1648427649608613888/Ki8qdVH4_normal.png,mohamed mohamed,@mohamedkhadar81,·,Mar 24,The LEAST they can do,13,,,https://x.com/mohamedkhadar81/status/2036134104182182125,https://x.com/mohamedkhadar81/status/2036134104182182125/analytics
https://x.com/RB50525258,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,R B,@RB50525258,·,Mar 27,You are a fool,1,,,https://x.com/RB50525258/status/2037435985282163017,https://x.com/RB50525258/status/2037435985282163017/analytics
https://x.com/ertanaktas,https://pbs.twimg.com/profile_images/1593143021318668289/pIiuJiNA_normal.jpg,ertan aktaş,@ertanaktas,·,Mar 23,,39,,,https://x.com/ertanaktas/status/2036028709711282304,https://x.com/ertanaktas/status/2036028709711282304/analytics
https://x.com/AlphaOne617979,https://pbs.twimg.com/profile_images/1988731124432998400/bKr36nVS_normal.jpg,Tame1 by 88,@AlphaOne617979,·,Mar 24,Dan Balls-zerian,6,,,https://x.com/AlphaOne617979/status/2036127021860852146,https://x.com/AlphaOne617979/status/2036127021860852146/analytics
https://x.com/SteffMan316,https://pbs.twimg.com/profile_images/1862839807791308800/L2SybvDw_normal.jpg,SteffMan316,@SteffMan316,·,Mar 23,Pretty much,7,,,https://x.com/SteffMan316/status/2036085947029463493,https://x.com/SteffMan316/status/2036085947029463493/analytics
https://x.com/MuhendisBurjuva,https://pbs.twimg.com/profile_images/2027641967409238016/UU4EOdFQ_normal.jpg,Burjuva Mühendis,@MuhendisBurjuva,·,Mar 23,Bu doğru görüşlerinizden dolayı size hayranlık duyuyor tüm insanlar.,27,,,https://x.com/MuhendisBurjuva/status/2036039490079273190,https://x.com/MuhendisBurjuva/status/2036039490079273190/analytics
https://x.com/ItzLeoKingz,https://pbs.twimg.com/profile_images/2033577373191573504/EfLvmr_2_normal.jpg,itzLeoKingz,@ItzLeoKingz,·,Mar 23,Facts,17,,,https://x.com/ItzLeoKingz/status/2036082092732481974,https://x.com/ItzLeoKingz/status/2036082092732481974/analytics
https://x.com/expBitcoin,https://pbs.twimg.com/profile_images/1473663635977342983/mGaMGGRp_normal.jpg,Experience Bitcoin,@expBitcoin,·,Mar 23,As simple as that. Exactly.,14,,,https://x.com/expBitcoin/status/2036091157415879145,https://x.com/expBitcoin/status/2036091157415879145/analytics
https://x.com/hineycoin,https://pbs.twimg.com/profile_images/2038074316479172608/OHsmlsB8_normal.jpg,Hineycoin,@hineycoin,·,Mar 23,Roid rage,101,,,https://x.com/hineycoin/status/2036024047872389217,https://x.com/hineycoin/status/2036024047872389217/analytics
https://x.com/Richard5093612,https://pbs.twimg.com/profile_images/1948554543484096512/Z56gd2Qq_normal.jpg,RichardAndree,@Richard5093612,·,Mar 23,I firmly agree!!!,34,,,https://x.com/Richard5093612/status/2036072188059541653,https://x.com/Richard5093612/status/2036072188059541653/analytics
https://x.com/CrunchiumThief,https://pbs.twimg.com/profile_images/1907227465958694912/K8eSZ4ny_normal.jpg,Crunchium Thief,@CrunchiumThief,·,Mar 23,Love seeing this silver spoon loser criticize others.,16,,,https://x.com/CrunchiumThief/status/2036086130160922754,https://x.com/CrunchiumThief/status/2036086130160922754/analytics
https://x.com/Marcus_L1980,https://pbs.twimg.com/profile_images/1936093247429881856/rnZwZG12_normal.jpg,Marcus Lius,@Marcus_L1980,·,Mar 23,,13,,,https://x.com/Marcus_L1980/status/2036107695489487281,https://x.com/Marcus_L1980/status/2036107695489487281/analytics
https://x.com/2rightnutz,https://pbs.twimg.com/profile_images/1745508521721126914/0YCz7b0N_normal.jpg,Jman,@2rightnutz,·,Mar 24,Too late,8,,,https://x.com/2rightnutz/status/2036259733469012167,https://x.com/2rightnutz/status/2036259733469012167/analytics
https://x.com/Wisely399741,https://pbs.twimg.com/profile_images/1786121161476096000/0aoOOkhq_normal.jpg,Wisely,@Wisely399741,·,Mar 23,Absolutely,28,,,https://x.com/Wisely399741/status/2036035996081324179,https://x.com/Wisely399741/status/2036035996081324179/analytics
https://x.com/02JoshuaRadwan,https://pbs.twimg.com/profile_images/1114251366103257088/wKC6tDeC_normal.jpg,Joshua Radwan,@02JoshuaRadwan,·,Mar 24,They eat the human babies and drink their blood and do more unspeakable stuff. They all need to be gone,6,,,https://x.com/02JoshuaRadwan/status/2036243637189935224,https://x.com/02JoshuaRadwan/status/2036243637189935224/analytics
https://x.com/Eparkss2002,https://pbs.twimg.com/profile_images/1771883731307094016/UmnH1vcm_normal.jpg,Rudimentary Peni,@Eparkss2002,·,Mar 23,that part,20,,,https://x.com/Eparkss2002/status/2036069863534534798,https://x.com/Eparkss2002/status/2036069863534534798/analytics
https://x.com/BryanConvers,https://pbs.twimg.com/profile_images/1971683863114964992/5XTIRcEY_normal.jpg,Bryan Convers,@BryanConvers,·,Mar 24,"Huge balls, be careful please.",6,,,https://x.com/BryanConvers/status/2036305973967556945,https://x.com/BryanConvers/status/2036305973967556945/analytics
https://x.com/StaceyMAC68,https://pbs.twimg.com/profile_images/1910111299167522816/4sorH52z_normal.jpg,Stacey McCullough,@StaceyMAC68,·,Mar 23,Word.,20,,,https://x.com/StaceyMAC68/status/2036075210827305273,https://x.com/StaceyMAC68/status/2036075210827305273/analytics
https://x.com/baran20036,https://pbs.twimg.com/profile_images/1266404443462877184/6HKTCfx7_normal.jpg,Dr. RPA,@baran20036,·,Mar 23,,10,,,https://x.com/baran20036/status/2036095823684002283,https://x.com/baran20036/status/2036095823684002283/analytics
https://x.com/GgrimReaperrr,https://pbs.twimg.com/profile_images/2030032795377278976/qd7XGG4q_normal.jpg,frank,@GgrimReaperrr,·,Mar 23,,26,,,https://x.com/GgrimReaperrr/status/2036058060288819677,https://x.com/GgrimReaperrr/status/2036058060288819677/analytics
https://x.com/pbrnmd,https://pbs.twimg.com/profile_images/1594495359606263809/LZ7RsEpr_normal.jpg,Never Forget Ashli,@pbrnmd,·,Mar 23,true,9,,,https://x.com/pbrnmd/status/2036079783801463122,https://x.com/pbrnmd/status/2036079783801463122/analytics
https://x.com/psydoc1970,https://pbs.twimg.com/profile_images/2006749845168480256/NhjJnf-k_normal.jpg,Dr. Dathan Paterno,@psydoc1970,·,Mar 23,You have no clue.,6,,,https://x.com/psydoc1970/status/2036062185407861023,https://x.com/psydoc1970/status/2036062185407861023/analytics
https://x.com/Wake_and_bake4,https://pbs.twimg.com/profile_images/1570822133298733057/dhaXCJHo_normal.png,A S,@Wake_and_bake4,·,Mar 24,Pretty much sums it up,3,,,https://x.com/Wake_and_bake4/status/2036403271779090563,https://x.com/Wake_and_bake4/status/2036403271779090563/analytics
https://x.com/SacamanoSays,https://pbs.twimg.com/profile_images/1984530660497747968/1N1JE8JM_normal.jpg,Sacamano Says,@SacamanoSays,·,Mar 23,Dan's blood memories of being graped by Muslims,8,,,https://x.com/SacamanoSays/status/2036066856507687253,https://x.com/SacamanoSays/status/2036066856507687253/analytics
https://x.com/d_ottm,https://pbs.twimg.com/profile_images/2023961814988713985/5WMCGeqD_normal.jpg,@USA250,@d_ottm,·,Mar 23,"Dan, stfu, you’re a serial womaminzer and  you don’t know shit",11,,,https://x.com/d_ottm/status/2036067646677107166,https://x.com/d_ottm/status/2036067646677107166/analytics
https://x.com/LaMierdaDeDios,https://pbs.twimg.com/profile_images/1992271473923301376/abtvhXoC_normal.jpg,LaMierdaDeDios,@LaMierdaDeDios,·,Mar 24,"Goddamnit
I just watched a video of Israeli soldiers making fun of a child crying because his parents WERE JUST BLOWN UP.
I can't stand it
I can't fucking stand it anymore

I know this comment doesn't belong here but idgaf",6,,,https://x.com/LaMierdaDeDios/status/2036256344970342800,https://x.com/LaMierdaDeDios/status/2036256344970342800/analytics
